uid,flight_year,flight_month,carrier,carrier_name,locationID,airport_name,arr_flights,arr_del15,carrier_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,weather_delay,nas_delay,security_delay,late_aircraft_delay
13641,2017,4,HA,Hawaiian Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",1220,105,69.03,0,32.84,2,1,70,1,0,1110
13642,2017,4,HA,Hawaiian Airlines Inc.,PDX,"Portland, OR: Portland International",30,4,3,0,0,0,0,0,24,0,0
13643,2017,4,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",30,8,7.73,0,0,0,0,6,0,0,0
13644,2017,4,HA,Hawaiian Airlines Inc.,PPG,"Pago Pago, TT: Pago Pago International",8,1,1,0,0,0,0,0,0,0,0
13645,2017,4,HA,Hawaiian Airlines Inc.,SAN,"San Diego, CA: San Diego International",30,11,9.14,0,1.86,0,0,0,0,0,62
13646,2017,4,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",60,14,9.71,0,3.38,0,0,0,20,0,72
13647,2017,4,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",60,7,6.49,0,0.51,0,0,0,0,0,30
13648,2017,4,HA,Hawaiian Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",43,7,5.65,0,1.35,0,1,0,0,0,35
13649,2017,4,HA,Hawaiian Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",30,8,5.17,0,2.83,0,0,0,0,0,198
13650,2017,4,NK,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",299,44,12.03,0,14.69,8,1,0,1156,0,1283
13651,2017,4,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",577,147,25.88,1.12,40.82,11,2,86,6120,37,3108
13652,2017,4,NK,Spirit Air Lines,BDL,"Hartford, CT: Bradley International",6,2,0,0,1,0,0,0,44,0,181
13653,2017,4,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",367,88,18.15,0,19.68,10,0,158,3144,0,1366
13654,2017,4,NK,Spirit Air Lines,BQN,"Aguadilla, PR: Rafael Hernandez",22,6,3.01,0,1.4,1,0,0,85,0,23
13655,2017,4,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",503,105,32.88,0,25.12,6,0,20,2686,0,2138
13656,2017,4,NK,Spirit Air Lines,CAK,"Akron, OH: Akron-Canton Regional",91,10,1.48,0,7,1,0,0,109,0,266
13657,2017,4,NK,Spirit Air Lines,CLE,"Cleveland, OH: Cleveland-Hopkins International",226,59,13.16,0.12,22.77,5,1,54,1658,2,1585
13658,2017,4,NK,Spirit Air Lines,CRW,"Charleston/Dunbar, WV: Yeager",1,0,0,0,0,0,0,0,0,0,0
13659,2017,4,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",343,48,11.8,0,14.32,6,0,60,1336,0,1341
13660,2017,4,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",563,125,30.3,0,32.55,16,2,47,4440,0,5418
13661,2017,4,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",802,143,33.03,0,50.32,11,2,55,5035,0,4351
13662,2017,4,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",214,68,13.04,0.5,7.16,6,0,0,3035,9,655
13663,2017,4,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1329,249,40.8,0.4,74.28,28,5,565,7609,10,7966
13664,2017,4,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",68,10,6.88,0,1,4,0,0,104,0,26
13665,2017,4,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",443,111,23.39,0.86,34.38,1,0,0,2642,71,2335
13666,2017,4,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",934,178,53.13,0.89,44.63,17,1,15,4128,109,3092
13667,2017,4,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",780,209,34.87,0,37.15,10,1,102,6088,0,3053
13668,2017,4,NK,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",115,12,5.62,0,3.24,4,0,0,327,0,426
13669,2017,4,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",329,74,7.16,0,5.11,9,1,785,4286,0,357
13670,2017,4,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",120,20,4.06,0,7.27,0,0,0,386,0,591
13671,2017,4,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",829,151,31.87,0.08,47.43,11,0,211,4800,5,3466
13672,2017,4,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",415,88,24.35,0,20.14,5,0,21,2832,0,1498
13673,2017,4,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",215,43,12.39,0.67,15.57,1,0,0,642,62,861
13674,2017,4,NK,Spirit Air Lines,MYR,"Myrtle Beach, SC: Myrtle Beach International",348,58,17.57,0,10.68,5,1,172,1965,0,1245
13675,2017,4,NK,Spirit Air Lines,OAK,"Oakland, CA: Metropolitan Oakland International",166,31,9.53,0,7.27,3,0,0,982,0,383
13676,2017,4,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",798,183,38.36,0.86,44,17,0,39,6597,27,4364
13677,2017,4,NK,Spirit Air Lines,PBG,"Plattsburgh, NY: Plattsburgh International",56,16,7.09,0,3.47,0,0,0,272,0,141
13678,2017,4,NK,Spirit Air Lines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",52,4,2,0,1,1,0,0,30,0,365
13679,2017,4,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",64,19,3.43,0,3.88,1,0,0,484,0,458
13680,2017,4,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",233,74,12.91,0.13,22.65,4,0,14,2649,4,2231
13681,2017,4,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",111,20,2.46,0,8.65,3,0,0,272,0,841
13682,2017,4,NK,Spirit Air Lines,RSW,"Fort Myers, FL: Southwest Florida International",377,62,17.22,0,20.26,8,0,47,1661,0,1440
13683,2017,4,NK,Spirit Air Lines,SAN,"San Diego, CA: San Diego International",128,34,8.72,0,15.43,2,0,10,351,0,1344
13684,2017,4,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",124,37,6.53,0,10.67,1,0,0,765,0,847
13685,2017,4,NK,Spirit Air Lines,SJU,"San Juan, PR: Luis Munoz Marin International",60,14,9.44,0.28,1,0,0,0,72,5,16
13686,2017,4,NK,Spirit Air Lines,STT,"Charlotte Amalie, VI: Cyril E King",30,9,3.14,0,0,1,0,0,370,0,0
13687,2017,4,NK,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",406,84,25.6,0,23.89,12,0,52,2116,0,2234
13688,2017,4,OO,SkyWest Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",55,7,2.35,0,2.68,0,0,0,71,0,324
13689,2017,4,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",173,26,6.88,0,12.16,4,0,0,184,0,366
13690,2017,4,OO,SkyWest Airlines Inc.,ABR,"Aberdeen, SD: Aberdeen Regional",60,4,2,0,1,0,0,382,0,0,47
13691,2017,4,OO,SkyWest Airlines Inc.,ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",93,29,11.46,0,15.33,8,0,14,105,0,1190
13692,2017,4,OO,SkyWest Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",3,0,0,0,0,0,0,0,0,0,0
13693,2017,4,OO,SkyWest Airlines Inc.,ALB,"Albany, NY: Albany International",50,14,8.85,0.71,2.29,0,0,0,76,17,154
13694,2017,4,OO,SkyWest Airlines Inc.,ALO,"Waterloo, IA: Waterloo Regional",50,17,0.97,0,9.21,0,1,221,160,0,482
13695,2017,4,OO,SkyWest Airlines Inc.,APN,"Alpena, MI: Alpena County Regional",51,6,1.95,0,4.04,1,0,0,1,0,546
13696,2017,4,OO,SkyWest Airlines Inc.,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",167,25,10.72,0,6.21,5,2,67,176,0,574
13697,2017,4,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1046,261,73.41,0,130.37,49,7,1183,2477,0,16756
13698,2017,4,OO,SkyWest Airlines Inc.,ATW,"Appleton, WI: Appleton International",124,25,11.91,0,11.94,2,1,36,6,0,644
13699,2017,4,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",175,29,12.43,0,6.81,0,0,0,344,0,885
13700,2017,4,OO,SkyWest Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",137,21,10.06,0,7.33,4,2,0,160,0,1392
13701,2017,4,OO,SkyWest Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",22,5,4.83,0,0,1,0,0,19,0,0
13702,2017,4,OO,SkyWest Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",157,38,14.15,0,12.92,4,0,149,334,0,1142
13703,2017,4,OO,SkyWest Airlines Inc.,BDL,"Hartford, CT: Bradley International",9,2,0.19,0,1.24,0,0,0,13,0,44
13704,2017,4,OO,SkyWest Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",171,28,6.07,0,14.26,6,0,0,255,0,876
13705,2017,4,OO,SkyWest Airlines Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",85,16,5.98,0,4.94,2,0,379,84,0,544
13706,2017,4,OO,SkyWest Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",103,12,3.31,0,3.94,1,0,0,166,0,221
13707,2017,4,OO,SkyWest Airlines Inc.,BIL,"Billings, MT: Billings Logan International",110,12,5.93,0,0.27,0,0,225,67,0,4
13708,2017,4,OO,SkyWest Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",102,18,9.9,0,2.37,1,0,63,152,0,535
13709,2017,4,OO,SkyWest Airlines Inc.,BJI,"Bemidji, MN: Bemidji Regional",60,10,7,0,2,0,0,0,19,0,127
13710,2017,4,OO,SkyWest Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",134,21,9.94,0,4.68,4,0,0,218,0,209
13711,2017,4,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",357,65,19.01,0,25.86,5,2,0,697,0,1334
13712,2017,4,OO,SkyWest Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",662,117,37.92,0,55.36,6,2,92,862,0,4311
13713,2017,4,OO,SkyWest Airlines Inc.,BOS,"Boston, MA: Logan International",1,0,0,0,0,0,0,0,0,0,0
13714,2017,4,OO,SkyWest Airlines Inc.,BRD,"Brainerd, MN: Brainerd Lakes Regional",50,3,1.15,0,0.85,0,0,836,8,0,47
13715,2017,4,OO,SkyWest Airlines Inc.,BTM,"Butte, MT: Bert Mooney",55,2,0.81,0,1.19,1,2,0,0,0,56
13716,2017,4,OO,SkyWest Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",91,14,4.07,0,6.63,0,0,53,125,0,335
13717,2017,4,OO,SkyWest Airlines Inc.,BUR,"Burbank, CA: Bob Hope",437,69,18.45,0,31.98,14,0,36,720,0,2032
13718,2017,4,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",37,8,2.2,0,1.94,0,0,0,116,0,290
13719,2017,4,OO,SkyWest Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",67,7,2,0,3.86,2,0,0,37,0,218
13720,2017,4,OO,SkyWest Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",159,44,15.99,0,22.17,2,1,0,291,0,1598
13721,2017,4,OO,SkyWest Airlines Inc.,CDC,"Cedar City, UT: Cedar City Regional",50,6,1.76,0,0.7,0,0,0,73,0,11
13722,2017,4,OO,SkyWest Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",209,54,21.09,0.8,24.49,10,1,0,421,37,2878
13723,2017,4,OO,SkyWest Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",90,25,6.78,0,11.2,1,0,18,250,0,661
13724,2017,4,OO,SkyWest Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",11,2,0,0,0,0,0,0,63,0,0
13725,2017,4,OO,SkyWest Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",311,57,21.16,0,15.96,4,1,110,628,0,1112
13726,2017,4,OO,SkyWest Airlines Inc.,CIU,"Sault Ste. Marie, MI: Chippewa County International",55,7,4.47,0,1.53,1,2,29,0,0,93
13727,2017,4,OO,SkyWest Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",31,9,3.79,0,2.24,0,0,0,147,0,69
13728,2017,4,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",136,29,8.12,0,8.23,0,0,79,461,0,423
13729,2017,4,OO,SkyWest Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",144,23,8.44,0,10.77,0,0,13,139,0,799
13730,2017,4,OO,SkyWest Airlines Inc.,CMX,"Hancock/Houghton, MI: Houghton County Memorial",60,6,2,0,2.99,3,1,91,1,0,181
13731,2017,4,OO,SkyWest Airlines Inc.,COD,"Cody, WY: Yellowstone Regional",60,2,1,0,0,0,2,0,20,0,0
13732,2017,4,OO,SkyWest Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",442,60,22.04,0,13.64,3,0,40,797,0,820
13733,2017,4,OO,SkyWest Airlines Inc.,COU,"Columbia, MO: Columbia Regional",30,13,4.15,0,5.38,0,0,52,176,0,342
13734,2017,4,OO,SkyWest Airlines Inc.,CPR,"Casper, WY: Casper/Natrona County International",65,5,1,0,2.93,0,0,0,21,0,163
13735,2017,4,OO,SkyWest Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",5,1,0,0,1,0,0,0,0,0,42
13736,2017,4,OO,SkyWest Airlines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",25,10,5.04,0,4.7,0,0,0,11,0,728
13737,2017,4,OO,SkyWest Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",312,58,23.15,0,21.8,4,1,126,392,0,1998
13738,2017,4,OO,SkyWest Airlines Inc.,CWA,"Mosinee, WI: Central Wisconsin",106,23,10.09,1,8.44,3,0,0,139,17,577
13739,2017,4,OO,SkyWest Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",273,39,17.57,0,15.37,4,0,0,298,0,1221
13740,2017,4,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",253,45,14.95,0,12.62,5,1,109,897,0,701
13741,2017,4,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",3339,383,91.77,0,179.36,34,5,994,3176,0,11456
13742,2017,4,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",382,80,20.9,0,27.63,3,4,283,1494,0,2045
13743,2017,4,OO,SkyWest Airlines Inc.,DHN,"Dothan, AL: Dothan Regional",25,1,0.1,0,0.9,2,0,0,0,0,237
13744,2017,4,OO,SkyWest Airlines Inc.,DLH,"Duluth, MN: Duluth International",167,18,8.62,0,5.72,2,0,823,36,0,266
13745,2017,4,OO,SkyWest Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",72,10,3,0,3.02,0,0,0,120,0,464
13746,2017,4,OO,SkyWest Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",215,37,13.49,0,11.12,3,1,0,525,0,621
13747,2017,4,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2806,490,104.58,0,290.27,36,0,3635,2898,0,27555
13748,2017,4,OO,SkyWest Airlines Inc.,DVL,"Devils Lake, ND: Devils Lake Regional",51,4,1.91,0,1,2,1,23,8,0,91
13749,2017,4,OO,SkyWest Airlines Inc.,EAU,"Eau Claire, WI: Chippewa Valley Regional",55,6,1,0,4.14,1,0,0,20,0,163
13750,2017,4,OO,SkyWest Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",2,0,0,0,0,0,0,0,0,0,0
13751,2017,4,OO,SkyWest Airlines Inc.,EKO,"Elko, NV: Elko Regional",55,3,1.93,0,1,0,1,0,3,0,78
13752,2017,4,OO,SkyWest Airlines Inc.,ELP,"El Paso, TX: El Paso International",72,12,6.51,0,2.34,0,1,0,117,0,103
13753,2017,4,OO,SkyWest Airlines Inc.,ERI,"Erie, PA: Erie International/Tom Ridge Field",85,16,5.15,0,3.67,1,0,234,129,0,248
13754,2017,4,OO,SkyWest Airlines Inc.,ESC,"Escanaba, MI: Delta County",50,5,2.4,0,0.32,1,0,111,38,0,25
13755,2017,4,OO,SkyWest Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",284,43,17.51,0,14.99,1,0,0,303,0,1118
13756,2017,4,OO,SkyWest Airlines Inc.,EVV,"Evansville, IN: Evansville Regional",132,37,8.65,0,20.19,2,1,28,298,0,1942
13757,2017,4,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",123,51,15.12,0,4.81,3,0,874,1089,0,358
13758,2017,4,OO,SkyWest Airlines Inc.,FAR,"Fargo, ND: Hector International",77,5,2.93,0,2.07,1,1,0,0,0,255
13759,2017,4,OO,SkyWest Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",645,107,25.2,0,54.95,4,0,0,890,0,3960
13760,2017,4,OO,SkyWest Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",28,5,2,0,0.94,1,0,0,52,0,152
13761,2017,4,OO,SkyWest Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",145,16,5.97,0,6.92,1,0,0,75,0,379
13762,2017,4,OO,SkyWest Airlines Inc.,FLG,"Flagstaff, AZ: Flagstaff Pulliam",120,12,5.58,0,5.94,0,0,0,14,0,462
13763,2017,4,OO,SkyWest Airlines Inc.,FNT,"Flint, MI: Bishop International",85,23,4.21,0,10.51,2,1,0,414,0,868
13764,2017,4,OO,SkyWest Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",154,40,13.16,0,17.65,2,2,0,238,0,1148
13765,2017,4,OO,SkyWest Airlines Inc.,FSM,"Fort Smith, AR: Fort Smith Regional",1,1,0,0,0.02,0,0,28,15,0,1
13766,2017,4,OO,SkyWest Airlines Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",420,86,26.42,0,46.68,8,2,157,673,0,4641
13767,2017,4,OO,SkyWest Airlines Inc.,GCC,"Gillette, WY: Gillette Campbell County",85,10,4.35,0,4.28,0,2,0,45,0,214
13768,2017,4,OO,SkyWest Airlines Inc.,GEG,"Spokane, WA: Spokane International",187,18,12.94,0,2.26,0,0,0,94,0,184
13769,2017,4,OO,SkyWest Airlines Inc.,GFK,"Grand Forks, ND: Grand Forks International",113,17,8.5,0,3.62,0,0,78,117,0,122
13770,2017,4,OO,SkyWest Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",270,28,11.49,0,7.03,1,3,0,240,0,457
13771,2017,4,OO,SkyWest Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",182,46,16.4,0,19.04,2,0,10,361,0,1305
13772,2017,4,OO,SkyWest Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",166,38,14.22,0,11.41,2,1,0,542,0,855
13773,2017,4,OO,SkyWest Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",52,10,0.18,0,2.58,0,0,106,213,0,261
13774,2017,4,OO,SkyWest Airlines Inc.,GTF,"Great Falls, MT: Great Falls International",110,7,4,0,2,0,0,0,55,0,102
13775,2017,4,OO,SkyWest Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",27,6,1.88,0,1.64,0,0,0,95,0,56
13776,2017,4,OO,SkyWest Airlines Inc.,HIB,"Hibbing, MN: Range Regional",50,4,1.97,0,1.03,0,0,0,46,0,30
13777,2017,4,OO,SkyWest Airlines Inc.,HLN,"Helena, MT: Helena Regional",139,8,5.24,0,1.07,0,0,0,51,0,48
13778,2017,4,OO,SkyWest Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",43,6,2,0,2.96,0,0,0,22,0,194
13779,2017,4,OO,SkyWest Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",32,7,1.91,0,2.8,2,0,0,59,0,127
13780,2017,4,OO,SkyWest Airlines Inc.,HYS,"Hays, KS: Hays Regional",50,3,0,0,1.84,0,0,0,29,0,49
13781,2017,4,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",55,6,2.21,0,0,0,0,0,186,0,0
13782,2017,4,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",892,175,35.37,0,67.91,3,5,396,2882,0,3499
13783,2017,4,OO,SkyWest Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",268,53,22.33,0,17.67,6,0,0,325,0,996
13784,2017,4,OO,SkyWest Airlines Inc.,IDA,"Idaho Falls, ID: Idaho Falls Regional",198,19,7.53,0,7.18,0,0,0,148,0,448
13785,2017,4,OO,SkyWest Airlines Inc.,IFP,"Bullhead City, AZ: Laughlin/Bullhead International",30,2,0,0,0.56,0,0,0,36,0,24
13786,2017,4,OO,SkyWest Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",42,10,0.35,0,9.12,2,0,0,38,0,726
13787,2017,4,OO,SkyWest Airlines Inc.,IMT,"Iron Mountain/Kingsfd, MI: Ford",55,7,4.71,0,0.28,0,0,39,48,0,8
13788,2017,4,OO,SkyWest Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",119,19,3.53,0,7.88,2,0,0,227,0,411
13789,2017,4,OO,SkyWest Airlines Inc.,INL,"International Falls, MN: Falls International Einarson Field",52,3,1,0,2,0,0,0,0,0,67
13790,2017,4,OO,SkyWest Airlines Inc.,ISN,"Williston, ND: Sloulin Field International",85,4,1.48,0,2.37,0,1,0,3,0,51
13791,2017,4,OO,SkyWest Airlines Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",85,15,7.64,0,4.72,0,1,332,144,0,233
13792,2017,4,OO,SkyWest Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",54,6,3.57,0,0.17,0,0,71,47,0,4
13793,2017,4,OO,SkyWest Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",19,5,1.39,0,1,0,0,0,76,0,46
13794,2017,4,OO,SkyWest Airlines Inc.,JMS,"Jamestown, ND: Jamestown Regional",81,4,2,0,2,3,0,0,0,0,177
13795,2017,4,OO,SkyWest Airlines Inc.,LAN,"Lansing, MI: Capital Region International",141,32,15.58,0,9.47,2,0,47,403,0,1040
13796,2017,4,OO,SkyWest Airlines Inc.,LAR,"Laramie, WY: Laramie Regional",50,5,3.19,0,0,0,0,0,29,0,0
13797,2017,4,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",256,43,11.17,0,22.91,0,0,35,178,0,1222
13798,2017,4,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2550,786,86.39,0.17,297.5,19,0,1778,16736,10,20953
13799,2017,4,OO,SkyWest Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",80,8,4.97,0,1.3,0,0,0,74,0,239
13800,2017,4,OO,SkyWest Airlines Inc.,LEX,"Lexington, KY: Blue Grass",106,19,9.1,0,4.89,3,0,0,169,0,297
13801,2017,4,OO,SkyWest Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",34,6,0.38,0,4.2,2,0,14,53,0,589
13802,2017,4,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",113,33,10.71,0,3.13,3,1,0,1117,0,155
13803,2017,4,OO,SkyWest Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",118,11,4.36,0,4.58,0,0,0,73,0,287
13804,2017,4,OO,SkyWest Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",40,10,3.57,0,2.91,1,0,14,146,0,221
13805,2017,4,OO,SkyWest Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",173,22,9.85,0,4.94,2,0,16,231,0,177
13806,2017,4,OO,SkyWest Airlines Inc.,LSE,"La Crosse, WI: La Crosse Regional",170,39,11.46,0,14.31,3,0,21,397,0,1725
13807,2017,4,OO,SkyWest Airlines Inc.,LWS,"Lewiston, ID: Lewiston Nez Perce County",60,2,0,0,2,0,0,0,0,0,95
13808,2017,4,OO,SkyWest Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",63,10,3,0,1.5,1,1,7,119,0,37
13809,2017,4,OO,SkyWest Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",222,30,14.37,0,11.47,5,0,127,115,0,778
13810,2017,4,OO,SkyWest Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",201,54,17.77,0,23.23,5,0,17,492,0,1405
13811,2017,4,OO,SkyWest Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",57,4,2,0,1,0,0,20,32,0,76
13812,2017,4,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",96,24,9.6,0,5.97,2,0,74,115,0,237
13813,2017,4,OO,SkyWest Airlines Inc.,MEM,"Memphis, TN: Memphis International",93,22,5.76,0,9.3,0,0,114,156,0,895
13814,2017,4,OO,SkyWest Airlines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",161,26,6.57,0,11.54,7,0,0,182,0,715
13815,2017,4,OO,SkyWest Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",111,29,9.75,0,10.2,6,0,615,219,0,1472
13816,2017,4,OO,SkyWest Airlines Inc.,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",50,14,2.12,0,7.89,1,0,0,156,0,372
13817,2017,4,OO,SkyWest Airlines Inc.,MIA,"Miami, FL: Miami International",1,0,0,0,0,0,0,0,0,0,0
13818,2017,4,OO,SkyWest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",476,110,39.3,0,47.18,7,0,55,807,0,3054
13819,2017,4,OO,SkyWest Airlines Inc.,MKG,"Muskegon, MI: Muskegon County",55,5,1.89,0,2.54,1,0,0,89,0,148
13820,2017,4,OO,SkyWest Airlines Inc.,MLI,"Moline, IL: Quad City International",166,42,7.87,0,23.67,4,0,0,430,0,1770
13821,2017,4,OO,SkyWest Airlines Inc.,MMH,"Mammoth Lakes, CA: Mammoth Lakes Airport",3,1,0.41,0,0.59,0,0,0,0,0,60
13822,2017,4,OO,SkyWest Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",83,18,5.15,0,6.78,5,0,198,122,0,510
13823,2017,4,OO,SkyWest Airlines Inc.,MOT,"Minot, ND: Minot International",139,22,9.95,0,6.5,0,0,63,108,0,813
13824,2017,4,OO,SkyWest Airlines Inc.,MQT,"Marquette, MI: Sawyer International",85,14,2,0,7.97,0,0,191,13,0,475
13825,2017,4,OO,SkyWest Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",211,61,13.39,0,32.94,9,0,13,529,0,1955
13826,2017,4,OO,SkyWest Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",337,51,24.19,0,19.54,6,0,0,325,0,1532
