,flight_year,flight_month,carrier,carrier_name,locationID,airport_name,arr_flights,arr_del15,carrier_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,weather_delay,nas_delay,security_delay,late_aircraft_delay
53773,2016,2,EV,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",114.0,32.0,8.24,0.0,14.7,14.0,0.0,0.0,363.0,0.0,1231.0
53791,2016,2,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",4313.0,903.0,194.98,0.0,528.35,52.0,12.0,0.0,6884.0,0.0,37991.0
53825,2016,2,EV,ExpressJet Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53866,2016,2,EV,ExpressJet Airlines Inc.,MCO,"Orlando, FL: Orlando International",4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53869,2016,2,EV,ExpressJet Airlines Inc.,MIA,"Miami, FL: Miami International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53873,2016,2,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",172.0,23.0,8.23,0.0,8.63,1.0,0.0,2.0,218.0,0.0,711.0
53876,2016,2,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",684.0,70.0,15.95,0.0,29.71,2.0,1.0,279.0,1092.0,0.0,4253.0
53877,2016,2,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1665.0,154.0,46.46,0.0,65.82,47.0,3.0,149.0,1853.0,0.0,5920.0
53883,2016,2,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",174.0,19.0,4.64,0.0,9.21,3.0,0.0,2.0,205.0,0.0,1063.0
53887,2016,2,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",493.0,49.0,13.36,0.0,17.98,2.0,0.0,0.0,586.0,0.0,1807.0
53888,2016,2,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",376.0,56.0,13.91,0.0,8.01,3.0,1.0,477.0,3768.0,0.0,1153.0
53889,2016,2,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",123.0,9.0,0.93,0.0,5.69,2.0,0.0,0.0,84.0,0.0,750.0
53890,2016,2,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",116.0,9.0,5.37,0.0,1.81,1.0,0.0,19.0,32.0,0.0,366.0
53891,2016,2,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",166.0,33.0,11.39,0.0,5.54,2.0,0.0,0.0,1459.0,0.0,534.0
53893,2016,2,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",116.0,15.0,3.62,0.0,5.63,2.0,0.0,0.0,170.0,0.0,603.0
53894,2016,2,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",83.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,75.0,0.0,82.0
53903,2016,2,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",58.0,6.0,3.9,0.0,1.91,1.0,0.0,0.0,6.0,0.0,56.0
53912,2016,2,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",25.0,6.0,5.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0
53913,2016,2,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",128.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0
53919,2016,2,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",70.0,5.0,4.67,0.0,0.33,0.0,0.0,0.0,0.0,0.0,5.0
53920,2016,2,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",58.0,5.0,4.83,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
53923,2016,2,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",58.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,61.0
53926,2016,2,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",29.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53928,2016,2,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",509.0,166.0,31.0,0.5,23.7,15.0,0.0,267.0,5441.0,11.0,1522.0
53929,2016,2,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",870.0,300.0,57.02,0.5,54.79,29.0,0.0,71.0,11008.0,10.0,5549.0
53931,2016,2,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",660.0,222.0,30.82,0.0,45.75,21.0,0.0,261.0,9704.0,0.0,4044.0
53933,2016,2,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",290.0,82.0,15.74,0.0,11.83,17.0,0.0,0.0,3239.0,0.0,813.0
53935,2016,2,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",439.0,143.0,28.26,0.0,36.08,14.0,0.0,227.0,4834.0,0.0,3350.0
53937,2016,2,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",835.0,273.0,36.56,1.1,45.18,48.0,1.0,276.0,12092.0,50.0,3018.0
53943,2016,2,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",551.0,190.0,38.98,0.56,40.3,19.0,1.0,2.0,6039.0,15.0,4040.0
53949,2016,2,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",580.0,215.0,28.13,0.0,45.23,21.0,0.0,49.0,8023.0,0.0,3437.0
53953,2016,2,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",37.0,10.0,1.16,0.0,4.77,3.0,0.0,0.0,309.0,0.0,211.0
53956,2016,2,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",116.0,36.0,4.74,0.06,9.58,3.0,0.0,0.0,1008.0,1.0,776.0
53962,2016,2,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3099.0,644.0,92.32,1.0,265.38,165.0,6.0,1904.0,22348.0,32.0,19278.0
53966,2016,2,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1228.0,127.0,36.96,0.0,70.9,7.0,0.0,389.0,578.0,0.0,3953.0
53967,2016,2,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1900.0,328.0,53.93,0.17,141.66,15.0,9.0,876.0,4351.0,6.0,9859.0
53985,2016,2,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1260.0,156.0,46.91,1.33,59.02,13.0,1.0,396.0,1483.0,21.0,3605.0
53992,2016,2,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",3905.0,412.0,111.74,0.0,181.77,152.0,2.0,786.0,4787.0,0.0,13238.0
53995,2016,2,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2989.0,563.0,84.57,0.93,273.0,101.0,4.0,929.0,16114.0,124.0,18803.0
54012,2016,2,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",571.0,126.0,36.16,0.0,49.3,11.0,2.0,141.0,1247.0,0.0,2890.0
54015,2016,2,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",185.0,50.0,9.28,0.0,11.84,5.0,1.0,244.0,877.0,0.0,1091.0
54022,2016,2,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1346.0,157.0,30.58,0.39,85.75,3.0,6.0,40.0,1256.0,13.0,5652.0
54037,2016,2,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",193.0,38.0,16.1,0.0,13.32,0.0,0.0,84.0,229.0,0.0,603.0
54072,2016,2,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",153.0,29.0,10.1,0.0,10.38,2.0,1.0,310.0,229.0,0.0,532.0
54134,2016,2,OO,SkyWest Airlines Inc.,MIA,"Miami, FL: Miami International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54144,2016,2,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1007.0,119.0,44.9,0.0,40.12,3.0,0.0,788.0,988.0,0.0,3707.0
54145,2016,2,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",3552.0,496.0,143.59,0.0,117.5,12.0,5.0,1594.0,14443.0,0.0,13143.0
54146,2016,2,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",4392.0,338.0,150.68,0.0,112.45,78.0,1.0,2112.0,2359.0,0.0,9911.0
54150,2016,2,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",3710.0,702.0,125.24,0.0,167.82,35.0,5.0,1359.0,31066.0,0.0,17134.0
54151,2016,2,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",4558.0,314.0,120.18,0.0,115.65,34.0,0.0,2431.0,1900.0,0.0,10655.0
54152,2016,2,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4634.0,659.0,138.14,0.0,176.07,56.0,4.0,3288.0,27241.0,0.0,17111.0
54154,2016,2,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",253.0,30.0,13.99,0.0,11.25,0.0,2.0,47.0,232.0,0.0,835.0
54158,2016,2,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1924.0,169.0,65.29,0.0,49.08,12.0,2.0,875.0,1383.0,0.0,5125.0
54162,2016,2,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",401.0,46.0,15.78,0.0,15.34,3.0,0.0,425.0,444.0,0.0,1161.0
54165,2016,2,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",632.0,89.0,35.5,0.0,35.25,2.0,1.0,250.0,691.0,0.0,2365.0
54166,2016,2,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",633.0,70.0,25.61,0.0,32.96,2.0,0.0,418.0,190.0,0.0,2226.0
54170,2016,2,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",918.0,93.0,34.14,0.0,35.06,2.0,0.0,417.0,1038.0,0.0,3040.0
54184,2016,2,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",53.0,7.0,2.7,0.0,3.46,2.0,0.0,45.0,50.0,0.0,311.0
54190,2016,2,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",373.0,52.0,21.3,0.0,18.31,2.0,0.0,107.0,310.0,0.0,1087.0
54228,2016,2,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1416.0,213.0,42.45,3.93,54.6,11.0,4.0,1170.0,7944.0,231.0,4287.0
54230,2016,2,VX,Virgin America,LAS,"Las Vegas, NV: McCarran International",396.0,56.0,11.71,1.0,26.82,1.0,0.0,102.0,829.0,20.0,1236.0
54232,2016,2,VX,Virgin America,SEA,"Seattle, WA: Seattle/Tacoma International",175.0,23.0,7.63,0.0,14.02,0.0,0.0,24.0,14.0,0.0,889.0
54235,2016,2,VX,Virgin America,LAX,"Los Angeles, CA: Los Angeles International",1049.0,120.0,30.62,0.45,55.52,9.0,2.0,640.0,893.0,8.0,4762.0
54237,2016,2,VX,Virgin America,JFK,"New York, NY: John F. Kennedy International",362.0,76.0,16.79,0.17,10.9,0.0,0.0,955.0,2383.0,5.0,672.0
54238,2016,2,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",127.0,37.0,4.88,0.0,2.57,0.0,0.0,210.0,2531.0,0.0,220.0
54239,2016,2,VX,Virgin America,ORD,"Chicago, IL: Chicago O'Hare International",64.0,11.0,0.4,0.0,0.0,1.0,0.0,34.0,692.0,0.0,0.0
54241,2016,2,VX,Virgin America,MCO,"Orlando, FL: Orlando International",29.0,3.0,2.34,0.0,0.47,0.0,0.0,4.0,0.0,0.0,15.0
54252,2016,2,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3353.0,458.0,118.93,0.0,176.52,46.0,11.0,730.0,4782.0,0.0,9989.0
54265,2016,2,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",5696.0,503.0,131.19,0.0,229.16,27.0,2.0,2038.0,4744.0,0.0,11063.0
54266,2016,2,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3146.0,402.0,101.17,0.0,148.13,62.0,6.0,656.0,4040.0,0.0,7485.0
54272,2016,2,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3200.0,342.0,113.04,0.5,140.79,19.0,2.0,773.0,2784.0,14.0,8400.0
54291,2016,2,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",166.0,32.0,9.21,0.0,8.16,4.0,0.0,102.0,422.0,0.0,374.0
54297,2016,2,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4731.0,387.0,123.17,2.25,164.25,57.0,5.0,1564.0,2504.0,143.0,7939.0
54302,2016,2,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",458.0,94.0,16.74,0.0,18.13,22.0,1.0,1106.0,2697.0,0.0,1018.0
54315,2016,2,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4550.0,378.0,122.57,0.39,194.75,48.0,4.0,845.0,1274.0,11.0,9142.0
54328,2016,2,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",830.0,94.0,28.36,1.35,39.93,2.0,0.0,43.0,614.0,78.0,1601.0
54329,2016,2,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1193.0,166.0,34.4,0.0,59.0,35.0,1.0,870.0,2809.0,0.0,2824.0
54334,2016,3,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1605.0,354.0,84.1,2.71,99.18,2.0,2.0,239.0,7110.0,93.0,7760.0
54335,2016,3,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3410.0,692.0,214.57,1.53,213.01,12.0,1.0,1118.0,8269.0,39.0,16639.0
54336,2016,3,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12278.0,2296.0,603.86,4.85,854.54,90.0,49.0,8796.0,33006.0,647.0,62546.0
54340,2016,3,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1302.0,437.0,57.99,2.76,93.47,3.0,1.0,651.0,16827.0,190.0,6100.0
54341,2016,3,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4715.0,1149.0,292.99,8.54,282.52,13.0,12.0,1462.0,21009.0,459.0,25117.0
54343,2016,3,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",696.0,179.0,47.41,1.75,46.88,4.0,0.0,83.0,3352.0,68.0,3259.0
54346,2016,3,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5054.0,825.0,198.64,2.41,294.29,21.0,22.0,2069.0,13835.0,111.0,19276.0
54350,2016,3,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",861.0,156.0,60.04,0.0,56.54,4.0,6.0,176.0,1530.0,0.0,3812.0
54353,2016,3,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",647.0,109.0,39.27,0.0,34.91,3.0,0.0,321.0,838.0,0.0,1562.0
54355,2016,3,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1346.0,232.0,89.8,1.33,76.79,3.0,4.0,433.0,2117.0,47.0,3970.0
54357,2016,3,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5471.0,679.0,203.56,2.87,197.98,30.0,6.0,1387.0,7205.0,64.0,11865.0
54359,2016,3,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1753.0,472.0,130.21,2.69,116.31,5.0,4.0,838.0,8858.0,104.0,8326.0
54360,2016,3,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",905.0,192.0,60.02,0.0,68.28,30.0,1.0,330.0,2166.0,0.0,4500.0
54370,2016,3,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8228.0,916.0,284.21,8.05,271.44,34.0,7.0,1133.0,10395.0,286.0,14294.0
54387,2016,3,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",664.0,141.0,49.4,0.3,36.95,3.0,2.0,473.0,2705.0,7.0,3224.0
54429,2016,3,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4661.0,573.0,121.11,7.3,165.42,21.0,8.0,616.0,7561.0,170.0,10325.0
54437,2016,3,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",738.0,75.0,14.9,0.5,13.1,1.0,0.0,0.0,1146.0,8.0,412.0
54438,2016,3,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31.0,2.0,1.03,0.0,0.97,1.0,1.0,0.0,0.0,0.0,30.0
54439,2016,3,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.0,15.0,3.35,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0
54441,2016,3,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",60.0,15.0,1.96,0.0,0.0,0.0,0.0,23.0,296.0,0.0,0.0
54442,2016,3,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",158.0,21.0,5.26,0.0,2.35,0.0,0.0,20.0,719.0,0.0,85.0
54461,2016,3,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",486.0,136.0,17.42,1.0,13.88,0.0,9.0,20.0,7787.0,16.0,850.0
54468,2016,3,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",398.0,37.0,11.2,0.0,8.78,1.0,1.0,0.0,478.0,0.0,425.0
54469,2016,3,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",260.0,23.0,5.44,0.0,5.9,0.0,0.0,7.0,240.0,0.0,314.0
54471,2016,3,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",112.0,13.0,2.84,0.0,2.47,0.0,0.0,83.0,187.0,0.0,91.0
54473,2016,3,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",133.0,20.0,6.41,0.0,2.38,4.0,1.0,0.0,412.0,0.0,67.0
54478,2016,3,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",62.0,11.0,1.42,0.0,1.78,0.0,0.0,0.0,189.0,0.0,45.0
54481,2016,3,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",45.0,9.0,1.29,0.0,2.0,0.0,0.0,19.0,209.0,0.0,36.0
54492,2016,3,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3825.0,883.0,224.86,3.76,348.55,12.0,6.0,1284.0,16268.0,166.0,24442.0
54497,2016,3,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",151.0,33.0,15.12,0.28,6.1,0.0,2.0,0.0,370.0,9.0,390.0
54502,2016,3,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",505.0,184.0,30.83,0.0,34.07,5.0,8.0,117.0,8558.0,0.0,3161.0
54503,2016,3,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1721.0,459.0,139.05,3.55,152.95,6.0,15.0,10.0,8176.0,167.0,12017.0
54505,2016,3,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",421.0,64.0,22.06,0.63,13.62,0.0,1.0,37.0,902.0,39.0,782.0
54507,2016,3,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",636.0,168.0,50.59,0.35,60.8,4.0,1.0,425.0,3084.0,26.0,4131.0
54509,2016,3,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",178.0,41.0,13.99,0.0,9.47,2.0,1.0,0.0,941.0,0.0,377.0
54526,2016,3,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",89.0,25.0,11.96,0.86,7.27,4.0,0.0,0.0,147.0,63.0,525.0
54531,2016,3,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62.0,9.0,3.75,0.13,2.22,0.0,0.0,16.0,55.0,24.0,190.0
54533,2016,3,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",358.0,86.0,29.0,0.57,37.39,1.0,1.0,150.0,653.0,23.0,3194.0
54540,2016,3,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",116.0,14.0,6.85,0.09,2.5,0.0,0.0,0.0,112.0,2.0,77.0
54542,2016,3,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",54.0,17.0,7.53,0.0,1.81,1.0,0.0,0.0,242.0,0.0,58.0
54552,2016,3,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20792.0,1699.0,604.45,2.0,607.89,11.0,61.0,3940.0,16818.0,79.0,36534.0
54554,2016,3,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",823.0,110.0,38.75,0.0,23.36,24.0,4.0,113.0,1819.0,0.0,1156.0
54560,2016,3,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2971.0,466.0,119.47,0.0,133.96,1.0,4.0,922.0,6361.0,0.0,9995.0
54566,2018,3,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",269.0,40.0,15.12,0.0,9.67,0.0,3.0,96.0,723.0,0.0,335.0
54571,2018,3,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",176.0,11.0,7.87,0.0,1.54,0.0,1.0,0.0,43.0,0.0,40.0
54573,2018,3,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2579.0,273.0,96.82,0.0,84.0,122.0,9.0,5723.0,5077.0,0.0,6132.0
54575,2018,3,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1166.0,140.0,46.22,0.0,29.0,8.0,2.0,191.0,2131.0,0.0,2090.0
54576,2018,3,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2739.0,656.0,167.61,0.0,94.19,11.0,3.0,997.0,12604.0,0.0,6291.0
54583,2018,3,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1783.0,241.0,83.05,0.0,53.94,22.0,3.0,612.0,4041.0,0.0,3247.0
54588,2018,3,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",843.0,100.0,48.63,0.0,15.14,20.0,0.0,797.0,1642.0,0.0,917.0
54603,2018,3,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",617.0,82.0,30.93,0.0,19.08,0.0,0.0,111.0,934.0,0.0,939.0
54609,2018,3,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",765.0,115.0,44.1,0.94,22.68,4.0,0.0,307.0,1573.0,31.0,1240.0
54625,2018,3,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2053.0,264.0,94.3,0.0,66.05,4.0,1.0,1127.0,2911.0,0.0,3946.0
54626,2018,3,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",888.0,210.0,28.46,0.0,9.91,11.0,0.0,325.0,11873.0,0.0,618.0
54651,2018,3,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1001.0,200.0,58.94,0.0,96.35,21.0,1.0,0.0,1436.0,0.0,6887.0
54672,2018,3,EV,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",150.0,31.0,10.15,0.0,18.79,9.0,0.0,0.0,91.0,0.0,1919.0
54680,2018,3,EV,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",934.0,91.0,32.19,0.0,39.84,11.0,3.0,0.0,564.0,0.0,3256.0
54685,2018,3,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",1619.0,529.0,47.04,0.0,94.26,191.0,5.0,1114.0,24801.0,0.0,5938.0
54700,2018,3,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",4040.0,375.0,54.87,0.0,88.75,57.0,10.0,577.0,15259.0,0.0,6101.0
54704,2018,3,EV,ExpressJet Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",154.0,12.0,5.18,0.0,1.68,3.0,0.0,90.0,107.0,0.0,53.0
54717,2018,3,EV,ExpressJet Airlines Inc.,MCO,"Orlando, FL: Orlando International",5.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
54734,2018,3,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",835.0,160.0,21.45,0.0,45.51,18.0,3.0,356.0,4316.0,0.0,2818.0
54762,2018,3,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",252.0,50.0,15.38,0.0,21.99,4.0,0.0,0.0,541.0,0.0,2027.0
54770,2018,3,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",93.0,8.0,3.14,0.0,2.86,3.0,0.0,0.0,48.0,0.0,116.0
54775,2018,3,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1564.0,264.0,70.41,0.0,97.81,4.0,1.0,29.0,5095.0,0.0,8041.0
54776,2018,3,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",36.0,10.0,1.33,0.0,6.16,0.0,0.0,0.0,56.0,0.0,405.0
54782,2018,3,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",44.0,6.0,1.17,0.0,3.0,0.0,0.0,0.0,62.0,0.0,184.0
54786,2018,3,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",608.0,154.0,38.67,0.0,65.75,3.0,0.0,9.0,2095.0,0.0,5159.0
54787,2018,3,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",124.0,37.0,11.71,0.0,6.44,0.0,0.0,0.0,607.0,0.0,476.0
54791,2018,3,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",1104.0,236.0,60.14,0.0,88.98,33.0,2.0,740.0,4172.0,0.0,9389.0
54793,2018,3,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",345.0,40.0,13.61,0.0,11.98,9.0,0.0,0.0,535.0,0.0,933.0
54801,2018,3,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",205.0,47.0,14.14,0.0,18.16,1.0,0.0,0.0,567.0,0.0,1492.0
54805,2018,3,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",248.0,46.0,14.74,0.0,11.26,1.0,1.0,0.0,659.0,0.0,778.0
