,flight_year,flight_month,carrier,carrier_name,locationID,airport_name,arr_flights,arr_del15,carrier_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,weather_delay,nas_delay,security_delay,late_aircraft_delay
78552,2016,9,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",773.0,104.0,3.29,0.0,1.72,3.0,1.0,0.0,5158.0,0.0,147.0
78556,2016,9,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",487.0,68.0,1.04,0.0,1.95,1.0,0.0,0.0,3460.0,0.0,201.0
78561,2016,9,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",836.0,126.0,2.0,0.0,0.63,4.0,0.0,44.0,8201.0,0.0,31.0
78565,2016,9,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",67.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0
78568,2016,9,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",120.0,19.0,0.07,0.0,1.71,0.0,0.0,0.0,949.0,0.0,350.0
78579,2016,9,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",431.0,38.0,11.14,0.0,17.91,0.0,3.0,25.0,291.0,0.0,853.0
78610,2016,9,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",168.0,26.0,6.87,0.0,6.51,0.0,0.0,135.0,287.0,0.0,611.0
78621,2016,9,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",4161.0,380.0,93.09,0.0,144.2,9.0,6.0,1558.0,9088.0,0.0,8730.0
78622,2016,9,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",290.0,61.0,21.36,0.0,15.82,0.0,2.0,167.0,949.0,0.0,868.0
78658,2016,9,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1017.0,116.0,23.01,0.0,51.42,0.0,5.0,488.0,1572.0,0.0,2933.0
78672,2016,9,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",73.0,26.0,5.05,0.0,5.78,0.0,0.0,0.0,537.0,0.0,227.0
78673,2016,9,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2278.0,372.0,37.09,0.0,140.3,7.0,2.0,416.0,7265.0,0.0,8274.0
78705,2016,9,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3257.0,410.0,55.77,0.12,150.76,42.0,11.0,1450.0,14130.0,2.0,10749.0
78710,2016,9,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1509.0,105.0,25.48,0.0,54.64,3.0,2.0,118.0,638.0,0.0,3223.0
78738,2016,9,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1217.0,131.0,23.34,0.0,45.8,0.0,0.0,675.0,1586.0,0.0,2610.0
78739,2016,9,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3069.0,553.0,63.05,0.04,217.34,23.0,3.0,1365.0,16447.0,2.0,13113.0
78764,2016,9,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",577.0,77.0,25.12,0.0,23.87,2.0,0.0,195.0,1008.0,0.0,1927.0
78778,2016,9,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",107.0,20.0,6.72,0.0,7.73,1.0,0.0,37.0,140.0,0.0,781.0
78781,2016,9,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",5093.0,418.0,159.99,0.0,132.35,7.0,12.0,954.0,3762.0,0.0,9573.0
78782,2016,9,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",435.0,69.0,23.86,0.0,18.15,0.0,1.0,415.0,1151.0,0.0,1326.0
78786,2016,9,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4248.0,830.0,207.29,0.0,214.61,15.0,6.0,2127.0,19041.0,0.0,20869.0
78794,2016,9,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",4401.0,482.0,182.24,0.0,146.08,23.0,8.0,862.0,5526.0,0.0,12254.0
78801,2016,9,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1078.0,143.0,53.12,0.0,43.69,2.0,0.0,327.0,2090.0,0.0,3064.0
78802,2016,9,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2397.0,595.0,159.54,0.0,119.18,11.0,1.0,873.0,10543.0,0.0,10419.0
78806,2016,9,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",823.0,135.0,52.79,0.0,44.01,3.0,1.0,236.0,1380.0,0.0,3283.0
78810,2016,9,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",218.0,47.0,19.84,0.0,12.7,0.0,0.0,136.0,435.0,0.0,807.0
78821,2016,9,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6735.0,1104.0,276.27,0.0,324.22,39.0,24.0,2173.0,32001.0,0.0,31009.0
78826,2016,9,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",459.0,72.0,26.16,0.0,26.64,1.0,0.0,98.0,619.0,0.0,1798.0
78837,2016,9,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",920.0,129.0,49.13,0.0,39.48,1.0,0.0,396.0,1098.0,0.0,2665.0
78838,2016,9,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4693.0,711.0,217.99,0.0,197.05,26.0,9.0,809.0,13155.0,0.0,15773.0
78852,2016,9,VX,Virgin America,DEN,"Denver, CO: Denver International",85.0,16.0,2.97,0.0,10.71,0.0,0.0,24.0,114.0,0.0,665.0
78853,2016,9,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",167.0,40.0,8.39,0.0,8.88,0.0,0.0,316.0,585.0,0.0,573.0
78857,2016,9,VX,Virgin America,JFK,"New York, NY: John F. Kennedy International",347.0,60.0,18.02,2.03,14.45,0.0,2.0,468.0,523.0,100.0,528.0
78858,2016,9,VX,Virgin America,LAS,"Las Vegas, NV: McCarran International",417.0,73.0,19.44,0.0,24.99,2.0,0.0,4.0,1134.0,0.0,1222.0
78859,2016,9,VX,Virgin America,LAX,"Los Angeles, CA: Los Angeles International",1169.0,221.0,57.49,1.62,66.8,4.0,0.0,488.0,3502.0,67.0,3795.0
78861,2016,9,VX,Virgin America,MCO,"Orlando, FL: Orlando International",30.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
78863,2016,9,VX,Virgin America,ORD,"Chicago, IL: Chicago O'Hare International",141.0,27.0,7.91,2.0,3.47,0.0,0.0,128.0,298.0,100.0,231.0
78867,2016,9,VX,Virgin America,SEA,"Seattle, WA: Seattle/Tacoma International",219.0,32.0,5.37,0.0,15.6,2.0,0.0,166.0,194.0,0.0,802.0
78868,2016,9,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1703.0,294.0,50.23,4.47,118.13,7.0,2.0,394.0,6419.0,209.0,6087.0
78872,2016,9,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3521.0,420.0,108.11,1.0,170.92,4.0,3.0,1279.0,4682.0,15.0,8491.0
78885,2016,9,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",205.0,47.0,11.65,0.0,14.31,0.0,2.0,112.0,612.0,0.0,698.0
78891,2016,9,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5594.0,660.0,187.12,0.89,299.18,5.0,8.0,743.0,4825.0,16.0,13441.0
78896,2016,9,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",504.0,96.0,17.25,0.0,24.09,2.0,0.0,722.0,1882.0,0.0,1404.0
78909,2016,9,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6302.0,916.0,203.34,0.73,407.85,15.0,9.0,3630.0,10620.0,59.0,18741.0
78910,2016,9,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3459.0,887.0,162.47,0.97,280.87,42.0,2.0,1285.0,14942.0,20.0,14025.0
78917,2016,9,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",2594.0,369.0,110.35,0.0,130.87,3.0,19.0,1440.0,4094.0,0.0,7900.0
78932,2016,9,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4796.0,608.0,180.92,1.0,295.56,23.0,5.0,383.0,3507.0,139.0,12600.0
78945,2016,9,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",1189.0,230.0,53.66,0.0,86.12,1.0,1.0,139.0,2367.0,0.0,4011.0
78946,2016,9,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1401.0,287.0,55.0,0.0,111.04,27.0,2.0,648.0,4929.0,0.0,5399.0
78957,2016,10,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1453.0,235.0,75.95,0.6,60.42,11.0,4.0,4.0,3416.0,135.0,3555.0
78958,2016,10,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3336.0,695.0,208.48,2.0,171.81,19.0,7.0,398.0,10086.0,91.0,11684.0
78959,2016,10,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11619.0,1240.0,417.38,3.71,438.49,57.0,6.0,1007.0,11205.0,194.0,29702.0
78963,2016,10,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1376.0,495.0,67.25,0.38,75.94,10.0,2.0,351.0,20174.0,9.0,5681.0
78964,2016,10,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5253.0,781.0,232.59,1.84,215.07,33.0,2.0,192.0,11417.0,64.0,13771.0
78965,2016,10,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4224.0,528.0,197.15,0.18,150.94,193.0,2.0,759.0,5573.0,11.0,10596.0
78966,2016,10,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",698.0,76.0,41.87,0.0,15.29,8.0,0.0,93.0,513.0,0.0,1145.0
78968,2016,10,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",664.0,166.0,53.45,0.21,30.31,2.0,2.0,97.0,3110.0,9.0,1980.0
78969,2016,10,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1495.0,216.0,89.3,0.38,55.73,78.0,2.0,35.0,2183.0,12.0,3217.0
78973,2016,10,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1245.0,195.0,77.08,0.79,41.89,3.0,1.0,58.0,2240.0,48.0,2094.0
78977,2016,10,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8183.0,672.0,234.5,0.98,212.81,68.0,2.0,763.0,5542.0,37.0,11460.0
78979,2016,10,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",838.0,124.0,40.74,0.0,51.79,3.0,2.0,0.0,963.0,0.0,2906.0
78980,2016,10,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4536.0,931.0,168.54,1.39,163.78,11.0,7.0,623.0,23144.0,78.0,11188.0
78986,2016,10,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1150.0,149.0,52.55,0.25,53.05,10.0,0.0,42.0,1355.0,9.0,2611.0
78995,2016,10,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",732.0,149.0,28.86,0.0,33.12,7.0,2.0,0.0,4030.0,0.0,2305.0
79050,2016,10,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4569.0,569.0,89.0,2.31,132.17,33.0,2.0,837.0,12462.0,78.0,8547.0
79065,2016,10,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",181.0,13.0,5.04,0.0,1.58,0.0,1.0,0.0,177.0,0.0,57.0
79068,2016,10,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",705.0,133.0,27.31,0.0,16.79,2.0,1.0,26.0,2635.0,0.0,873.0
79070,2016,10,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",473.0,136.0,10.43,0.0,16.04,2.0,12.0,0.0,8250.0,0.0,1335.0
79079,2016,10,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",353.0,39.0,12.87,0.0,11.25,1.0,0.0,14.0,325.0,0.0,450.0
79081,2016,10,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",181.0,37.0,7.15,0.0,2.97,0.0,0.0,7.0,893.0,0.0,96.0
79083,2016,10,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",119.0,4.0,1.02,0.0,2.95,0.0,0.0,0.0,1.0,0.0,92.0
79085,2016,10,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",124.0,11.0,5.23,0.0,4.78,1.0,1.0,0.0,30.0,0.0,164.0
79094,2016,10,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",44.0,2.0,1.89,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
79098,2016,10,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",53.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,83.0
79107,2016,10,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31.0,2.0,1.0,0.0,0.88,0.0,0.0,0.0,2.0,0.0,15.0
79108,2016,10,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.0,8.0,0.08,0.0,0.54,0.0,0.0,0.0,194.0,0.0,13.0
79109,2016,10,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",63.0,7.0,1.13,0.0,1.0,3.0,0.0,26.0,112.0,0.0,26.0
79115,2016,10,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1612.0,319.0,109.84,3.01,129.81,83.0,2.0,434.0,3056.0,98.0,8017.0
79116,2016,10,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3514.0,675.0,197.23,2.74,257.84,54.0,5.0,192.0,9212.0,62.0,16642.0
79125,2016,10,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",446.0,130.0,41.24,0.45,44.42,3.0,0.0,83.0,1697.0,16.0,2481.0
79129,2016,10,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",494.0,158.0,37.17,0.37,27.73,13.0,0.0,269.0,5295.0,29.0,1751.0
79134,2016,10,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",111.0,15.0,6.44,0.0,2.9,0.0,0.0,0.0,146.0,0.0,172.0
79135,2016,10,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",467.0,122.0,39.26,0.0,16.6,3.0,2.0,98.0,1749.0,0.0,1439.0
79136,2016,10,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",617.0,162.0,31.47,0.52,43.83,16.0,3.0,187.0,4200.0,11.0,3077.0
79140,2016,10,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",156.0,52.0,11.26,0.0,15.21,0.0,0.0,19.0,793.0,0.0,980.0
79144,2016,10,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",211.0,37.0,13.26,0.72,10.12,0.0,1.0,0.0,511.0,18.0,664.0
79159,2016,10,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",89.0,26.0,5.06,1.51,9.16,0.0,0.0,59.0,252.0,64.0,439.0
79162,2016,10,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",64.0,15.0,5.98,0.0,3.69,0.0,0.0,0.0,224.0,0.0,204.0
79165,2016,10,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",57.0,10.0,3.76,0.0,1.7,0.0,0.0,0.0,110.0,0.0,47.0
79180,2016,10,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21546.0,903.0,426.6,1.84,295.22,153.0,6.0,1110.0,5265.0,103.0,14754.0
79183,2016,10,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",521.0,24.0,10.73,0.0,1.02,0.0,0.0,32.0,276.0,0.0,63.0
79188,2016,10,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2891.0,476.0,96.1,0.0,89.92,6.0,3.0,69.0,9288.0,0.0,6000.0
79189,2016,10,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",612.0,102.0,24.09,0.0,8.53,0.0,0.0,12.0,2126.0,0.0,563.0
79190,2016,10,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1644.0,190.0,55.12,0.0,36.15,0.0,0.0,216.0,3315.0,0.0,1704.0
79197,2016,10,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",660.0,53.0,22.67,0.0,6.19,0.0,0.0,12.0,733.0,0.0,216.0
79209,2016,10,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1421.0,113.0,49.03,0.0,25.62,65.0,1.0,52.0,1179.0,0.0,1039.0
79222,2016,10,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2381.0,257.0,69.18,0.0,64.69,19.0,3.0,87.0,4721.0,0.0,3672.0
79228,2016,10,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",836.0,81.0,37.21,0.0,21.16,0.0,1.0,23.0,546.0,0.0,836.0
79229,2016,10,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1174.0,117.0,48.56,0.0,30.36,0.0,0.0,32.0,1113.0,0.0,1440.0
79238,2016,10,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",1106.0,309.0,38.78,0.0,41.02,1.0,0.0,16.0,15436.0,0.0,2946.0
79241,2016,10,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",492.0,28.0,14.05,0.0,1.43,0.0,1.0,0.0,301.0,0.0,28.0
79249,2016,10,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",765.0,67.0,36.54,0.0,8.94,24.0,0.0,0.0,667.0,0.0,505.0
79255,2016,10,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",450.0,70.0,16.94,0.0,1.08,0.0,1.0,0.0,1978.0,0.0,54.0
79270,2016,10,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",217.0,5.0,4.29,0.0,0.71,0.0,0.0,0.0,0.0,0.0,22.0
79298,2016,10,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",229.0,9.0,5.09,0.0,2.86,0.0,1.0,99.0,5.0,0.0,205.0
79328,2016,10,EV,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2270.0,265.0,70.37,0.0,109.88,3.0,1.0,0.0,2327.0,0.0,6548.0
79343,2016,10,EV,ExpressJet Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",237.0,32.0,11.86,0.0,13.46,0.0,0.0,0.0,224.0,0.0,964.0
79360,2016,10,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3363.0,524.0,93.8,0.0,154.69,16.0,7.0,1245.0,14884.0,0.0,9496.0
79365,2016,10,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",3816.0,296.0,51.14,0.0,154.11,11.0,4.0,943.0,5792.0,0.0,8831.0
79368,2016,10,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",4335.0,506.0,122.11,0.0,346.11,33.0,2.0,0.0,1113.0,0.0,21937.0
79371,2016,10,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2952.0,748.0,78.54,0.0,223.92,70.0,9.0,168.0,30467.0,0.0,15784.0
79421,2016,10,EV,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",63.0,15.0,5.03,0.0,6.72,0.0,0.0,0.0,99.0,0.0,404.0
79486,2016,10,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",157.0,23.0,9.65,0.0,5.84,6.0,0.0,0.0,435.0,0.0,314.0
79489,2016,10,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",142.0,33.0,12.53,0.0,14.73,1.0,0.0,0.0,266.0,0.0,758.0
79490,2016,10,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",154.0,38.0,9.27,0.0,10.16,2.0,0.0,0.0,542.0,0.0,987.0
79491,2016,10,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2015.0,420.0,73.2,0.0,151.85,12.0,0.0,175.0,6487.0,0.0,12704.0
79492,2016,10,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",422.0,90.0,31.57,0.0,34.98,8.0,0.0,4.0,780.0,0.0,2447.0
79495,2016,10,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",633.0,147.0,39.86,0.0,54.58,6.0,1.0,0.0,1886.0,0.0,4430.0
79496,2016,10,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",389.0,53.0,11.35,0.0,17.42,4.0,0.0,0.0,1041.0,0.0,2503.0
79499,2016,10,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",109.0,34.0,11.61,0.0,4.29,0.0,0.0,0.0,599.0,0.0,470.0
79503,2016,10,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",241.0,88.0,13.21,0.0,28.24,2.0,0.0,0.0,1711.0,0.0,2294.0
79504,2016,10,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",247.0,103.0,22.87,0.0,16.12,5.0,0.0,0.0,4509.0,0.0,1350.0
79507,2016,10,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",659.0,113.0,27.06,0.0,49.78,32.0,0.0,153.0,1221.0,0.0,3894.0
79514,2016,10,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",104.0,24.0,6.81,0.0,9.53,1.0,0.0,0.0,256.0,0.0,824.0
79518,2016,10,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",97.0,13.0,1.99,0.0,6.74,2.0,0.0,4.0,136.0,0.0,735.0
79546,2016,10,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",124.0,17.0,15.06,0.0,1.87,1.0,0.0,0.0,2.0,0.0,81.0
79547,2016,10,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",75.0,8.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,174.0
79548,2016,10,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",62.0,9.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,74.0
79551,2016,10,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",62.0,13.0,8.87,0.0,3.49,0.0,0.0,0.0,16.0,0.0,92.0
79554,2016,10,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79556,2016,10,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",29.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0
79565,2016,10,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",837.0,105.0,11.01,0.0,12.44,11.0,0.0,0.0,4067.0,0.0,1344.0
79566,2016,10,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",611.0,75.0,13.43,0.0,6.11,13.0,0.0,0.0,3520.0,0.0,490.0
79569,2016,10,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",984.0,132.0,17.7,0.0,18.73,3.0,3.0,0.0,5406.0,0.0,1034.0
79570,2016,10,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",796.0,138.0,13.44,1.0,15.47,6.0,1.0,40.0,5659.0,25.0,1589.0
79571,2016,10,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",796.0,110.0,12.34,0.0,13.46,14.0,0.0,17.0,5982.0,0.0,845.0
79572,2016,10,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",564.0,57.0,10.01,0.0,8.13,34.0,0.0,0.0,2073.0,0.0,305.0
79573,2016,10,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",8.0,3.0,0.88,0.0,0.0,0.0,1.0,0.0,93.0,0.0,0.0
79576,2016,10,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",542.0,52.0,8.67,1.2,11.55,7.0,0.0,0.0,1682.0,25.0,572.0
79577,2016,10,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",124.0,24.0,2.11,0.0,2.0,0.0,0.0,0.0,1072.0,0.0,97.0
79585,2016,10,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",379.0,43.0,4.64,0.0,4.86,3.0,0.0,0.0,1840.0,0.0,244.0
79587,2016,10,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",23.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,156.0,0.0,0.0
79591,2016,10,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",54.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,148.0,0.0,47.0
79593,2016,10,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1698.0,475.0,61.09,0.0,110.21,6.0,0.0,137.0,12379.0,0.0,5253.0
79594,2016,10,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1298.0,224.0,35.45,0.0,115.76,5.0,2.0,284.0,2213.0,0.0,7798.0
79600,2016,10,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",36.0,5.0,0.0,0.0,0.0,0.0,0.0,42.0,104.0,0.0,0.0
79605,2016,10,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2193.0,477.0,49.19,0.0,167.25,2.0,1.0,623.0,9223.0,0.0,11957.0
79613,2016,10,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",3975.0,332.0,100.3,0.0,131.26,13.0,2.0,2788.0,3527.0,0.0,8199.0
79614,2016,10,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",481.0,47.0,18.52,0.0,20.92,3.0,2.0,49.0,164.0,0.0,1698.0
79621,2016,10,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",381.0,48.0,16.11,1.0,18.8,3.0,0.0,56.0,468.0,155.0,782.0
